ss,proc,rc,inhib,validity,acc,rt
1295,VisualAnalogy,2,yes,valid,1,5224
1295,VisualAnalogy,2,no,valid,1,3435
1295,VisualAnalogy,2,no,valid,1,9128
1295,VisualAnalogy,1,no,valid,1,1481
1295,VisualAnalogy,1,yes,invalid,1,2461
1295,VisualAnalogy,2,no,valid,1,4932
1295,VisualAnalogy,1,no,valid,1,2412
1295,VisualAnalogy,2,yes,valid,1,4379
1295,VisualAnalogy,1,no,valid,1,1443
1295,VisualAnalogy,1,yes,valid,1,2543
1295,VisualAnalogy,2,yes,invalid,1,1753
1295,VisualAnalogy,1,yes,invalid,1,2322
1295,VisualAnalogy,1,yes,valid,1,2942
1295,VisualAnalogy,2,yes,invalid,0,4904
1295,VisualAnalogy,2,yes,invalid,0,4091
1295,VisualAnalogy,2,no,valid,1,4346
1295,VisualAnalogy,2,yes,valid,1,3341
1295,VisualAnalogy,2,yes,valid,1,6532
1295,VisualAnalogy,1,yes,valid,1,1997
1295,VisualAnalogy,1,yes,valid,1,2729
1295,VisualAnalogy,2,yes,invalid,1,1624
1295,VisualAnalogy,2,no,valid,1,2393
1295,VisualAnalogy,1,yes,valid,1,2867
1295,VisualAnalogy,2,yes,valid,1,3217
1295,VisualAnalogy,1,yes,invalid,1,1488
1295,VisualAnalogy,2,yes,valid,1,5236
1295,VisualAnalogy,1,yes,valid,1,1930
1295,VisualAnalogy,1,no,valid,1,1593
1295,VisualAnalogy,2,yes,valid,1,3906
1295,VisualAnalogy,2,yes,invalid,1,1611
1295,VisualAnalogy,2,yes,invalid,1,4459
1295,VisualAnalogy,2,no,valid,1,5426
1295,VisualAnalogy,2,yes,invalid,1,3564
1295,VisualAnalogy,1,no,valid,1,2513
1295,VisualAnalogy,1,yes,invalid,1,1203
1295,VisualAnalogy,1,no,valid,1,2463
1295,VisualAnalogy,1,yes,invalid,1,2889
1295,VisualAnalogy,1,yes,invalid,1,1448
1295,VisualAnalogy,1,yes,valid,1,2948
1295,VisualAnalogy,2,yes,valid,1,4062
1295,VisualAnalogy,1,yes,valid,1,2456
1295,VisualAnalogy,1,yes,invalid,1,2399
1295,VisualAnalogy,1,no,valid,1,1675
1295,VisualAnalogy,2,no,valid,1,5831
1295,VisualAnalogy,1,no,valid,1,1282
1295,VisualAnalogy,1,no,valid,1,1278
1295,VisualAnalogy,1,yes,valid,1,1946
1295,VisualAnalogy,2,yes,invalid,1,4828
1295,VisualAnalogy,1,yes,invalid,1,4686
1295,VisualAnalogy,2,yes,valid,1,5027
1295,VisualAnalogy,1,yes,valid,0,2270
1295,VisualAnalogy,2,yes,invalid,1,4623
1295,VisualAnalogy,2,no,valid,0,6458
1295,VisualAnalogy,2,no,valid,1,4706
1295,VisualAnalogy,1,yes,valid,1,3581
1295,VisualAnalogy,2,yes,valid,1,2951
1295,VisualAnalogy,2,yes,invalid,1,2753
1295,VisualAnalogy,2,no,valid,1,4147
1295,VisualAnalogy,2,no,valid,1,1405
1361,VisualAnalogy,1,yes,invalid,1,2136
1361,VisualAnalogy,1,yes,valid,0,2815
1361,VisualAnalogy,2,yes,valid,0,2862
1361,VisualAnalogy,2,yes,invalid,1,7512
1361,VisualAnalogy,1,no,valid,1,2932
1361,VisualAnalogy,1,no,valid,1,2907
1361,VisualAnalogy,1,yes,valid,1,3517
1361,VisualAnalogy,2,yes,invalid,1,2250
1361,VisualAnalogy,1,no,valid,1,2345
1361,VisualAnalogy,2,no,valid,1,4074
1361,VisualAnalogy,2,yes,invalid,1,5495
1361,VisualAnalogy,2,no,valid,1,5615
1361,VisualAnalogy,1,no,valid,1,3616
1361,VisualAnalogy,2,yes,invalid,1,4255
1361,VisualAnalogy,2,yes,valid,1,5599
1361,VisualAnalogy,1,yes,invalid,1,2252
1361,VisualAnalogy,2,yes,invalid,1,3339
1361,VisualAnalogy,2,no,valid,1,10563
1361,VisualAnalogy,1,yes,invalid,1,5042
1361,VisualAnalogy,1,yes,valid,1,4143
1361,VisualAnalogy,2,yes,valid,1,6042
1361,VisualAnalogy,2,no,valid,1,2895
1361,VisualAnalogy,1,yes,invalid,1,3358
1361,VisualAnalogy,2,yes,valid,1,6394
1361,VisualAnalogy,1,yes,valid,1,3128
1361,VisualAnalogy,2,no,valid,1,4423
1361,VisualAnalogy,1,no,valid,1,1754
1361,VisualAnalogy,2,no,valid,1,2339
1361,VisualAnalogy,1,yes,invalid,1,1634
1361,VisualAnalogy,1,yes,valid,1,1092
1361,VisualAnalogy,2,yes,invalid,1,6170
1361,VisualAnalogy,2,yes,valid,1,4042
1361,VisualAnalogy,2,yes,valid,1,4047
1361,VisualAnalogy,1,yes,valid,1,1943
1361,VisualAnalogy,1,no,valid,1,2025
1361,VisualAnalogy,1,yes,invalid,1,2410
1361,VisualAnalogy,1,yes,invalid,1,999
1361,VisualAnalogy,1,yes,invalid,1,1642
1361,VisualAnalogy,2,no,valid,1,3103
1361,VisualAnalogy,2,no,valid,1,3208
1361,VisualAnalogy,2,yes,invalid,0,3752
1361,VisualAnalogy,2,yes,invalid,1,3522
1361,VisualAnalogy,2,yes,valid,1,4383
1361,VisualAnalogy,2,no,valid,1,4121
1361,VisualAnalogy,1,yes,valid,1,2590
1361,VisualAnalogy,2,no,valid,1,2896
1361,VisualAnalogy,1,no,valid,1,2239
1361,VisualAnalogy,2,yes,valid,1,2955
1361,VisualAnalogy,1,yes,valid,1,1640
1361,VisualAnalogy,2,no,valid,1,3228
1361,VisualAnalogy,2,yes,invalid,1,4061
1361,VisualAnalogy,2,yes,valid,1,3111
1361,VisualAnalogy,2,no,valid,1,4065
1361,VisualAnalogy,1,yes,invalid,1,2492
1361,VisualAnalogy,2,yes,valid,1,5019
1361,VisualAnalogy,1,no,valid,1,1123
1361,VisualAnalogy,1,no,valid,1,1822
1361,VisualAnalogy,1,yes,invalid,1,3992
1361,VisualAnalogy,1,no,valid,1,3554
1361,VisualAnalogy,1,yes,valid,1,1895
1361,VisualAnalogy,2,yes,invalid,1,4750
1361,VisualAnalogy,1,yes,invalid,1,1696
1361,VisualAnalogy,2,yes,valid,1,2847
1361,VisualAnalogy,1,yes,valid,1,1364
1361,VisualAnalogy,1,no,valid,1,1184
1361,VisualAnalogy,2,yes,valid,1,2873
1361,VisualAnalogy,1,no,valid,1,1011
1361,VisualAnalogy,1,yes,invalid,1,1945
1361,VisualAnalogy,1,yes,valid,1,2139
1361,VisualAnalogy,1,yes,valid,1,2178
1361,VisualAnalogy,2,yes,invalid,1,3105
1361,VisualAnalogy,2,yes,invalid,1,3099
1361,VisualAnalogy,2,yes,invalid,1,1844
1361,VisualAnalogy,1,no,valid,1,1744
1361,VisualAnalogy,2,yes,invalid,1,4490
1361,VisualAnalogy,2,no,valid,1,3001
1361,VisualAnalogy,2,yes,invalid,1,1934
1361,VisualAnalogy,2,yes,valid,1,3357
1361,VisualAnalogy,2,no,valid,1,2649
1361,VisualAnalogy,2,no,valid,1,2904
1361,VisualAnalogy,2,yes,valid,1,4250
1361,VisualAnalogy,1,yes,valid,1,2137
1361,VisualAnalogy,2,yes,valid,1,3424
1361,VisualAnalogy,2,yes,valid,1,3786
1361,VisualAnalogy,1,no,valid,1,4028
1361,VisualAnalogy,1,no,valid,1,1455
1361,VisualAnalogy,1,yes,invalid,1,1229
1361,VisualAnalogy,1,yes,valid,0,3119
1361,VisualAnalogy,1,yes,invalid,0,2795
1361,VisualAnalogy,2,yes,invalid,1,2792
1361,VisualAnalogy,2,yes,invalid,0,2706
1361,VisualAnalogy,1,yes,invalid,1,2027
1361,VisualAnalogy,2,yes,invalid,0,2589
1361,VisualAnalogy,1,no,valid,1,1775
1361,VisualAnalogy,1,yes,invalid,1,2109
1361,VisualAnalogy,2,yes,valid,1,5263
1361,VisualAnalogy,1,no,valid,1,2346
1361,VisualAnalogy,2,yes,valid,1,4267
1361,VisualAnalogy,1,yes,valid,1,1550
1361,VisualAnalogy,1,yes,valid,1,1343
1361,VisualAnalogy,1,yes,valid,1,1257
1361,VisualAnalogy,1,yes,invalid,1,2319
1361,VisualAnalogy,2,no,valid,1,2219
1361,VisualAnalogy,1,no,valid,1,1810
1361,VisualAnalogy,1,yes,valid,1,1481
1361,VisualAnalogy,2,no,valid,1,2253
1361,VisualAnalogy,2,no,valid,1,1708
1361,VisualAnalogy,1,yes,invalid,1,2494
1361,VisualAnalogy,1,yes,invalid,1,1096
1361,VisualAnalogy,2,no,valid,1,2334
1361,VisualAnalogy,1,no,valid,1,1885
1361,VisualAnalogy,1,yes,valid,1,1362
1361,VisualAnalogy,2,yes,valid,1,3534
1361,VisualAnalogy,2,no,valid,1,3053
1361,VisualAnalogy,2,yes,invalid,1,1980
1361,VisualAnalogy,1,yes,valid,1,2563
1361,VisualAnalogy,2,no,valid,1,3664
1361,VisualAnalogy,1,no,valid,1,1338
1361,VisualAnalogy,1,yes,valid,1,1568
1361,VisualAnalogy,2,no,valid,1,2263
1361,VisualAnalogy,1,yes,invalid,1,1465
1361,VisualAnalogy,2,no,valid,1,2762
1361,VisualAnalogy,1,yes,invalid,1,2351
1361,VisualAnalogy,1,yes,valid,1,1808
1361,VisualAnalogy,2,yes,invalid,1,3271
1361,VisualAnalogy,2,yes,invalid,1,3057
1361,VisualAnalogy,1,yes,valid,1,1408
1361,VisualAnalogy,2,yes,valid,1,4564
1361,VisualAnalogy,1,yes,invalid,0,2033
1361,VisualAnalogy,2,yes,valid,1,4179
1361,VisualAnalogy,1,yes,invalid,1,1203
1361,VisualAnalogy,2,yes,valid,1,2767
1361,VisualAnalogy,2,yes,invalid,1,2419
1361,VisualAnalogy,2,no,valid,1,3426
1361,VisualAnalogy,2,yes,invalid,1,1868
1361,VisualAnalogy,1,no,valid,1,1390
1361,VisualAnalogy,1,no,valid,1,1695
1361,VisualAnalogy,2,yes,valid,1,2638
1361,VisualAnalogy,2,yes,valid,1,3066
1361,VisualAnalogy,2,yes,invalid,1,3404
1361,VisualAnalogy,1,no,valid,1,1601
1361,VisualAnalogy,1,no,valid,1,1597
1361,VisualAnalogy,1,yes,invalid,1,1641
1361,VisualAnalogy,1,yes,valid,1,2013
1415,VisualAnalogy,2,yes,valid,1,3580
1415,VisualAnalogy,2,yes,invalid,1,4115
1415,VisualAnalogy,2,yes,valid,1,6008
1415,VisualAnalogy,2,yes,valid,1,3737
1415,VisualAnalogy,1,no,valid,1,2432
1415,VisualAnalogy,1,yes,invalid,1,2722
1415,VisualAnalogy,1,yes,invalid,1,3422
1415,VisualAnalogy,2,yes,valid,1,3961
1415,VisualAnalogy,1,yes,valid,1,1980
1415,VisualAnalogy,1,yes,invalid,1,1811
1415,VisualAnalogy,1,yes,valid,1,2378
1415,VisualAnalogy,1,no,valid,1,3265
1415,VisualAnalogy,2,no,valid,1,5883
1415,VisualAnalogy,2,no,valid,1,5745
1415,VisualAnalogy,2,yes,invalid,1,2684
1415,VisualAnalogy,1,yes,valid,1,1600
1415,VisualAnalogy,2,yes,invalid,1,3692
1415,VisualAnalogy,1,yes,valid,1,3756
1415,VisualAnalogy,2,no,valid,1,3993
1415,VisualAnalogy,1,no,valid,1,1747
1415,VisualAnalogy,1,no,valid,1,2381
1415,VisualAnalogy,2,yes,valid,1,3908
1415,VisualAnalogy,1,yes,valid,1,2829
1415,VisualAnalogy,2,no,valid,0,3455
1415,VisualAnalogy,1,yes,valid,1,2030
1415,VisualAnalogy,1,no,valid,1,1536
1415,VisualAnalogy,1,no,valid,1,2271
1415,VisualAnalogy,1,yes,invalid,1,2416
1415,VisualAnalogy,2,yes,invalid,1,4271
1415,VisualAnalogy,1,yes,invalid,1,3090
1415,VisualAnalogy,2,yes,invalid,1,6425
1415,VisualAnalogy,2,yes,invalid,1,2796
1415,VisualAnalogy,2,no,valid,1,3161
1415,VisualAnalogy,2,yes,valid,1,5517
1415,VisualAnalogy,2,no,valid,1,5179
1415,VisualAnalogy,1,yes,invalid,1,1427
1415,VisualAnalogy,2,no,valid,1,5629
1415,VisualAnalogy,2,yes,invalid,1,5072
1415,VisualAnalogy,1,yes,valid,1,3314
1415,VisualAnalogy,1,yes,invalid,1,1671
1415,VisualAnalogy,2,yes,valid,1,4752
1415,VisualAnalogy,1,yes,valid,1,3779
1415,VisualAnalogy,1,yes,invalid,1,1683
1415,VisualAnalogy,2,no,valid,1,4447
1415,VisualAnalogy,1,yes,valid,1,2404
1415,VisualAnalogy,1,no,valid,1,4863
1415,VisualAnalogy,1,yes,invalid,1,3738
1415,VisualAnalogy,1,no,valid,1,3761
1415,VisualAnalogy,1,yes,invalid,1,2958
1415,VisualAnalogy,2,yes,valid,1,3099
1415,VisualAnalogy,2,no,valid,1,4354
1415,VisualAnalogy,2,yes,invalid,1,2055
1415,VisualAnalogy,2,no,valid,1,6126
1415,VisualAnalogy,2,yes,valid,1,4500
1415,VisualAnalogy,1,no,valid,1,4244
1415,VisualAnalogy,2,yes,invalid,1,2593
1415,VisualAnalogy,1,yes,invalid,1,2947
1415,VisualAnalogy,1,yes,invalid,1,2620
1415,VisualAnalogy,2,no,valid,1,3300
1415,VisualAnalogy,2,yes,valid,1,6306
1415,VisualAnalogy,2,yes,valid,1,9213
1415,VisualAnalogy,1,no,valid,1,4143
1415,VisualAnalogy,1,no,valid,1,2041
1415,VisualAnalogy,1,no,valid,1,2877
1415,VisualAnalogy,2,yes,invalid,1,4026
1415,VisualAnalogy,2,yes,valid,1,3932
1415,VisualAnalogy,1,yes,valid,1,2268
1415,VisualAnalogy,1,yes,valid,1,1325
1415,VisualAnalogy,2,yes,invalid,1,3265
1415,VisualAnalogy,1,yes,valid,1,3115
1415,VisualAnalogy,2,yes,invalid,0,2856
1415,VisualAnalogy,2,no,valid,1,9998
1415,VisualAnalogy,2,yes,invalid,1,1756
1415,VisualAnalogy,1,yes,valid,1,2040
1415,VisualAnalogy,2,yes,valid,1,3612
1415,VisualAnalogy,2,no,valid,1,2556
1415,VisualAnalogy,2,yes,valid,1,3864
1415,VisualAnalogy,1,yes,invalid,0,1659
1415,VisualAnalogy,1,yes,invalid,1,2849
1415,VisualAnalogy,1,no,valid,1,2585
1415,VisualAnalogy,1,yes,valid,1,3418
1415,VisualAnalogy,2,yes,invalid,1,3634
1415,VisualAnalogy,2,yes,invalid,1,4163
1415,VisualAnalogy,1,yes,valid,1,2976
1415,VisualAnalogy,1,no,valid,1,1647
1415,VisualAnalogy,2,yes,valid,1,4035
1415,VisualAnalogy,2,yes,valid,1,4296
1415,VisualAnalogy,2,yes,valid,1,4016
1415,VisualAnalogy,1,yes,invalid,1,2336
1415,VisualAnalogy,1,yes,valid,1,4175
1415,VisualAnalogy,1,yes,invalid,1,2462
1415,VisualAnalogy,1,yes,invalid,1,2536
1415,VisualAnalogy,1,no,valid,1,1359
1415,VisualAnalogy,2,yes,invalid,1,2683
1415,VisualAnalogy,2,yes,invalid,1,3104
1415,VisualAnalogy,2,no,valid,1,3642
1415,VisualAnalogy,1,no,valid,1,2383
1415,VisualAnalogy,2,no,valid,1,4151
1415,VisualAnalogy,2,no,valid,1,3106
1415,VisualAnalogy,1,yes,valid,1,1692
1415,VisualAnalogy,2,no,valid,1,4202
1415,VisualAnalogy,2,yes,valid,1,4351
1415,VisualAnalogy,2,no,valid,1,3570
1415,VisualAnalogy,1,no,valid,1,2425
1415,VisualAnalogy,2,yes,invalid,1,4235
1415,VisualAnalogy,1,no,valid,1,2280
1415,VisualAnalogy,1,yes,valid,1,3580
1415,VisualAnalogy,1,yes,invalid,1,2932
1415,VisualAnalogy,2,yes,valid,1,4265
1415,VisualAnalogy,2,no,valid,1,3371
1415,VisualAnalogy,1,yes,invalid,1,2091
1415,VisualAnalogy,1,yes,valid,1,2874
1415,VisualAnalogy,2,yes,invalid,0,3043
1415,VisualAnalogy,2,yes,valid,1,5504
1415,VisualAnalogy,2,yes,invalid,1,5851
1415,VisualAnalogy,2,yes,valid,1,5083
1415,VisualAnalogy,1,no,valid,1,2481
1415,VisualAnalogy,2,yes,invalid,1,1933
1415,VisualAnalogy,1,yes,invalid,1,2828
1415,VisualAnalogy,1,yes,valid,1,2302
1415,VisualAnalogy,1,yes,valid,1,3670
1415,VisualAnalogy,1,yes,invalid,1,2513
1415,VisualAnalogy,2,no,valid,1,4002
1415,VisualAnalogy,2,yes,valid,1,4511
1415,VisualAnalogy,2,yes,invalid,1,4098
1415,VisualAnalogy,1,yes,valid,1,3649
1415,VisualAnalogy,1,yes,valid,1,1817
1415,VisualAnalogy,2,no,valid,1,4848
1415,VisualAnalogy,1,yes,valid,1,2216
1415,VisualAnalogy,1,no,valid,1,1775
1415,VisualAnalogy,2,yes,valid,1,4750
1415,VisualAnalogy,2,no,valid,1,6368
1415,VisualAnalogy,1,yes,invalid,1,3177
1415,VisualAnalogy,2,no,valid,1,3088
1415,VisualAnalogy,2,yes,invalid,1,3764
1415,VisualAnalogy,2,yes,valid,1,5025
1415,VisualAnalogy,2,yes,invalid,1,3259
1415,VisualAnalogy,1,no,valid,1,2499
1415,VisualAnalogy,1,no,valid,1,1474
1415,VisualAnalogy,1,no,valid,1,2227
1415,VisualAnalogy,1,no,valid,1,2125
1415,VisualAnalogy,1,yes,invalid,0,1809
1415,VisualAnalogy,1,yes,invalid,1,4184
1415,VisualAnalogy,2,no,valid,1,2986
1625,VisualAnalogy,2,no,valid,1,6177
1625,VisualAnalogy,2,no,valid,0,9601
1625,VisualAnalogy,2,no,valid,0,16592
1625,VisualAnalogy,1,yes,valid,1,4089
1625,VisualAnalogy,1,yes,invalid,0,2937
1625,VisualAnalogy,2,yes,invalid,1,11856
1625,VisualAnalogy,1,yes,invalid,0,4275
1625,VisualAnalogy,1,no,valid,0,8120
1625,VisualAnalogy,2,yes,valid,1,12894
1625,VisualAnalogy,2,yes,valid,1,6881
1625,VisualAnalogy,1,no,valid,1,7775
1625,VisualAnalogy,1,yes,valid,1,3008
1625,VisualAnalogy,2,no,valid,1,10388
1625,VisualAnalogy,2,yes,invalid,0,6160
1625,VisualAnalogy,2,yes,valid,0,7534
1625,VisualAnalogy,1,yes,valid,0,13455
1625,VisualAnalogy,1,yes,valid,1,3234
1625,VisualAnalogy,2,yes,invalid,1,9556
1625,VisualAnalogy,2,yes,invalid,1,10267
1625,VisualAnalogy,2,yes,valid,0,18335
1625,VisualAnalogy,1,no,valid,1,3700
1625,VisualAnalogy,1,yes,invalid,0,4931
1625,VisualAnalogy,2,no,valid,1,6971
1625,VisualAnalogy,2,yes,invalid,0,8219
1625,VisualAnalogy,1,yes,valid,1,5271
1625,VisualAnalogy,1,yes,valid,1,5794
1625,VisualAnalogy,1,yes,invalid,1,10472
1625,VisualAnalogy,2,yes,valid,1,2375
1625,VisualAnalogy,2,yes,invalid,0,4526
1625,VisualAnalogy,1,no,valid,1,3891
1625,VisualAnalogy,1,yes,invalid,1,11899
1625,VisualAnalogy,2,no,valid,1,15352
1625,VisualAnalogy,2,yes,valid,0,22568
1625,VisualAnalogy,1,no,valid,1,1326
1625,VisualAnalogy,1,yes,invalid,0,1810
1625,VisualAnalogy,1,no,valid,1,5417
1625,VisualAnalogy,2,no,valid,0,5332
1625,VisualAnalogy,1,yes,invalid,1,4508
1625,VisualAnalogy,2,yes,invalid,1,5263
1625,VisualAnalogy,2,yes,valid,1,8314
1625,VisualAnalogy,2,yes,invalid,1,9607
1625,VisualAnalogy,2,yes,invalid,0,3337
1625,VisualAnalogy,1,yes,valid,1,5936
1625,VisualAnalogy,1,no,valid,1,10689
1625,VisualAnalogy,2,no,valid,1,10763
1625,VisualAnalogy,1,no,valid,1,4242
1625,VisualAnalogy,2,yes,valid,1,5935
1625,VisualAnalogy,1,yes,valid,1,3359
1625,VisualAnalogy,1,yes,valid,1,10460
1625,VisualAnalogy,1,no,valid,1,3481
1625,VisualAnalogy,2,yes,valid,0,5069
1625,VisualAnalogy,1,yes,valid,0,3504
1625,VisualAnalogy,2,yes,invalid,0,7097
1625,VisualAnalogy,1,no,valid,1,3506
1625,VisualAnalogy,2,no,valid,1,5980
1625,VisualAnalogy,2,yes,invalid,1,5879
1625,VisualAnalogy,2,yes,invalid,0,8221
1625,VisualAnalogy,2,yes,valid,1,5913
1625,VisualAnalogy,2,yes,valid,0,19252
1625,VisualAnalogy,1,yes,invalid,1,8337
1625,VisualAnalogy,1,no,valid,1,5378
1625,VisualAnalogy,2,no,valid,0,7698
1625,VisualAnalogy,1,no,valid,1,2899
1625,VisualAnalogy,2,no,valid,0,5825
1625,VisualAnalogy,1,yes,invalid,0,2828
1625,VisualAnalogy,1,yes,valid,0,5022
1625,VisualAnalogy,1,yes,invalid,0,6361
1625,VisualAnalogy,1,yes,invalid,0,3310
1625,VisualAnalogy,2,yes,valid,1,4912
1625,VisualAnalogy,1,yes,valid,1,5027
1625,VisualAnalogy,2,no,valid,0,5758
1625,VisualAnalogy,1,yes,invalid,0,8667
1625,VisualAnalogy,2,yes,valid,1,2565
1625,VisualAnalogy,1,yes,invalid,0,3233
1625,VisualAnalogy,1,yes,invalid,0,10931
1625,VisualAnalogy,2,yes,invalid,1,7997
1625,VisualAnalogy,1,no,valid,1,27148
1625,VisualAnalogy,1,no,valid,1,4585
1625,VisualAnalogy,2,no,valid,0,6332
1625,VisualAnalogy,1,yes,valid,1,2108
1625,VisualAnalogy,2,no,valid,0,1726
1625,VisualAnalogy,1,yes,valid,1,6290
1625,VisualAnalogy,1,no,valid,1,3193
1625,VisualAnalogy,2,yes,invalid,1,6003
1625,VisualAnalogy,2,yes,valid,1,9009
1625,VisualAnalogy,1,yes,invalid,0,64298
1625,VisualAnalogy,1,yes,invalid,0,2013
1625,VisualAnalogy,2,no,valid,1,2236
1625,VisualAnalogy,2,yes,invalid,1,2344
1625,VisualAnalogy,2,no,valid,1,4170
1625,VisualAnalogy,2,yes,invalid,1,5561
1625,VisualAnalogy,2,yes,valid,1,8798
1625,VisualAnalogy,1,no,valid,1,3037
1625,VisualAnalogy,1,yes,valid,1,10858
1625,VisualAnalogy,1,yes,invalid,0,9796
1625,VisualAnalogy,1,yes,valid,0,3035
1625,VisualAnalogy,2,no,valid,1,16439
1625,VisualAnalogy,1,yes,invalid,1,5409
1625,VisualAnalogy,2,no,valid,0,5865
1625,VisualAnalogy,1,no,valid,1,3900
1625,VisualAnalogy,2,yes,invalid,1,6180
1625,VisualAnalogy,2,yes,valid,0,5059
1625,VisualAnalogy,2,yes,valid,1,6003
1625,VisualAnalogy,2,yes,valid,1,7329
1625,VisualAnalogy,1,no,valid,1,4793
1625,VisualAnalogy,2,yes,invalid,1,4343
1625,VisualAnalogy,1,yes,valid,1,4889
1625,VisualAnalogy,1,yes,valid,0,3657
1625,VisualAnalogy,1,yes,valid,1,6472
1625,VisualAnalogy,1,no,valid,1,6180
1625,VisualAnalogy,1,yes,valid,1,3687
1625,VisualAnalogy,2,yes,valid,1,7316
1625,VisualAnalogy,2,no,valid,1,5754
1625,VisualAnalogy,1,yes,invalid,0,6951
1625,VisualAnalogy,2,yes,valid,0,5395
1625,VisualAnalogy,1,yes,valid,0,8888
1625,VisualAnalogy,2,yes,invalid,0,13145
1625,VisualAnalogy,1,yes,valid,1,5199
1625,VisualAnalogy,1,no,valid,0,18699
1625,VisualAnalogy,1,yes,invalid,0,4699
1625,VisualAnalogy,2,yes,invalid,0,11555
1625,VisualAnalogy,1,yes,invalid,1,5771
1625,VisualAnalogy,1,yes,invalid,1,5259
1625,VisualAnalogy,1,yes,invalid,0,5075
1625,VisualAnalogy,1,yes,valid,1,4920
1625,VisualAnalogy,2,yes,invalid,1,7262
1625,VisualAnalogy,2,yes,valid,1,14553
1625,VisualAnalogy,1,yes,valid,1,3738
1625,VisualAnalogy,2,yes,valid,1,4289
1625,VisualAnalogy,2,yes,valid,0,14680
1625,VisualAnalogy,2,no,valid,1,6481
1625,VisualAnalogy,2,yes,valid,0,14271
1625,VisualAnalogy,1,no,valid,0,7064
1625,VisualAnalogy,1,no,valid,1,10027
1625,VisualAnalogy,2,yes,invalid,0,3903
1625,VisualAnalogy,2,no,valid,1,5674
1625,VisualAnalogy,2,yes,invalid,0,12263
1625,VisualAnalogy,1,yes,invalid,1,9212
1625,VisualAnalogy,1,no,valid,1,4189
1625,VisualAnalogy,2,yes,invalid,0,4671
1625,VisualAnalogy,1,no,valid,0,5682
1625,VisualAnalogy,2,no,valid,0,2303
1625,VisualAnalogy,2,no,valid,1,4345
1625,VisualAnalogy,2,no,valid,1,3244
1707,VisualAnalogy,1,yes,valid,1,1963
1707,VisualAnalogy,1,no,valid,1,3487
1707,VisualAnalogy,1,no,valid,1,5667
1707,VisualAnalogy,2,no,valid,0,2350
1707,VisualAnalogy,1,yes,valid,1,544
1707,VisualAnalogy,1,yes,invalid,0,3896
1707,VisualAnalogy,2,no,valid,1,1264
1707,VisualAnalogy,2,yes,invalid,1,4473
1707,VisualAnalogy,2,yes,invalid,0,803
1707,VisualAnalogy,1,yes,invalid,1,351
1707,VisualAnalogy,2,yes,valid,1,336
1707,VisualAnalogy,1,yes,invalid,1,302
1707,VisualAnalogy,2,yes,invalid,0,439
1707,VisualAnalogy,2,yes,valid,1,331
1707,VisualAnalogy,1,yes,valid,1,585
1707,VisualAnalogy,2,no,valid,1,2474
1707,VisualAnalogy,1,no,valid,1,932
1707,VisualAnalogy,1,no,valid,1,555
1707,VisualAnalogy,2,no,valid,1,1396
1707,VisualAnalogy,2,yes,invalid,1,1320
1707,VisualAnalogy,2,no,valid,1,588
1707,VisualAnalogy,2,yes,valid,1,1069
1707,VisualAnalogy,2,yes,valid,1,670
1707,VisualAnalogy,2,yes,valid,0,383
1707,VisualAnalogy,2,no,valid,1,392
1707,VisualAnalogy,1,no,valid,1,625
1707,VisualAnalogy,1,yes,invalid,0,602
1707,VisualAnalogy,2,yes,valid,0,286
1707,VisualAnalogy,2,yes,invalid,0,225
1707,VisualAnalogy,1,yes,invalid,0,298
1707,VisualAnalogy,2,yes,invalid,1,289
1707,VisualAnalogy,1,yes,valid,1,1332
1707,VisualAnalogy,1,no,valid,1,587
1707,VisualAnalogy,1,yes,valid,1,1164
1707,VisualAnalogy,1,yes,invalid,0,2544
1707,VisualAnalogy,1,yes,valid,1,586
1707,VisualAnalogy,2,no,valid,1,1770
1707,VisualAnalogy,1,yes,valid,0,1769
1707,VisualAnalogy,2,no,valid,1,2328
1707,VisualAnalogy,2,yes,invalid,0,1687
1707,VisualAnalogy,1,yes,valid,0,2931
1707,VisualAnalogy,1,yes,invalid,0,1082
1707,VisualAnalogy,1,yes,invalid,0,894
1707,VisualAnalogy,1,yes,invalid,0,797
1707,VisualAnalogy,1,yes,valid,1,312
1707,VisualAnalogy,1,yes,valid,0,657
1707,VisualAnalogy,2,no,valid,1,848
1707,VisualAnalogy,2,yes,valid,0,1188
1707,VisualAnalogy,2,yes,invalid,0,573
1707,VisualAnalogy,2,yes,invalid,0,299
1707,VisualAnalogy,1,yes,invalid,0,625
1707,VisualAnalogy,2,yes,valid,1,555
1707,VisualAnalogy,1,no,valid,1,1108
1707,VisualAnalogy,1,no,valid,1,765
1707,VisualAnalogy,1,yes,invalid,0,1873
1707,VisualAnalogy,1,no,valid,1,770
1707,VisualAnalogy,2,no,valid,1,2025
1707,VisualAnalogy,2,yes,valid,1,890
1707,VisualAnalogy,1,yes,valid,0,2633
1707,VisualAnalogy,1,no,valid,1,786
1707,VisualAnalogy,2,yes,invalid,0,363
1707,VisualAnalogy,1,no,valid,1,494
1707,VisualAnalogy,2,yes,invalid,1,2124
1707,VisualAnalogy,2,no,valid,1,481
1707,VisualAnalogy,1,yes,valid,1,460
1707,VisualAnalogy,2,yes,invalid,1,371
1707,VisualAnalogy,2,yes,valid,1,649
1707,VisualAnalogy,1,yes,invalid,0,551
1707,VisualAnalogy,2,no,valid,1,448
1707,VisualAnalogy,1,no,valid,1,596
